# Title: June - August 2000 Contiguous U.S. County Maximum Temperature
# Units: Degrees Fahrenheit
# Note: Period of Record: 131 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
MS-021,Claiborne County,Mississippi,94.3,122,2.6,91.7
MS-023,Clarke County,Mississippi,94.4,128,3.2,91.2
MS-025,Clay County,Mississippi,93.8,117,2.7,91
MS-027,Coahoma County,Mississippi,92.6,110,1.5,91.1
MS-029,Copiah County,Mississippi,94.2,122,2.7,91.6
MS-031,Covington County,Mississippi,95,129,3.5,91.5
MS-033,DeSoto County,Mississippi,92.3,110,1.8,90.6
MS-035,Forrest County,Mississippi,94.6,127,2.7,91.9
MS-037,Franklin County,Mississippi,94.1,126,2.8,91.2
MS-039,George County,Mississippi,94,127,2.7,91.3
MS-041,Greene County,Mississippi,94.4,125,2.6,91.8
MS-043,Grenada County,Mississippi,93,109,1.8,91.2
MS-045,Hancock County,Mississippi,92.4,127,2.7,89.6
MS-047,Harrison County,Mississippi,92.6,128,2.6,90
MS-049,Hinds County,Mississippi,94.5,121,2.8,91.7
MS-051,Holmes County,Mississippi,93.6,121,2.6,91
MS-053,Humphreys County,Mississippi,94.3,120,2.7,91.6
MS-055,Issaquena County,Mississippi,94.4,122,2.8,91.6
MS-057,Itawamba County,Mississippi,92.8,109,2.1,90.7
MS-059,Jackson County,Mississippi,92.6,126,2.5,90.2
MS-061,Jasper County,Mississippi,94.4,130,3.3,91.1
MS-063,Jefferson County,Mississippi,94,123,2.6,91.4
MS-065,Jefferson Davis County,Mississippi,94.4,127,3.1,91.3
MS-067,Jones County,Mississippi,95,128,3.3,91.8
MS-069,Kemper County,Mississippi,93.6,122,2.8,90.8
MS-071,Lafayette County,Mississippi,91.9,100,1.1,90.8
MS-073,Lamar County,Mississippi,94.4,128,2.9,91.5
MS-075,Lauderdale County,Mississippi,94,127,3.2,90.8
MS-077,Lawrence County,Mississippi,94.5,124,2.9,91.6
MS-079,Leake County,Mississippi,94.1,126,3.3,90.8
MS-081,Lee County,Mississippi,92.5,104,1.6,90.8
MS-083,Leflore County,Mississippi,93.6,110,2,91.6
MS-085,Lincoln County,Mississippi,93.9,124,2.8,91.1
MS-087,Lowndes County,Mississippi,94.2,119,2.9,91.2
MS-089,Madison County,Mississippi,94.4,124,3,91.4
MS-091,Marion County,Mississippi,94.6,128,3,91.6
MS-093,Marshall County,Mississippi,91.7,103,1.5,90.2
MS-095,Monroe County,Mississippi,93.5,114,2.3,91.2
MS-097,Montgomery County,Mississippi,93.1,121,2.7,90.4
MS-099,Neshoba County,Mississippi,94.1,127,3.5,90.6
MS-101,Newton County,Mississippi,94.1,129,3.3,90.9
MS-103,Noxubee County,Mississippi,93.7,117,2.5,91.2
MS-105,Oktibbeha County,Mississippi,93.7,117,3,90.7
MS-107,Panola County,Mississippi,92.7,109,1.6,91.2
MS-109,Pearl River County,Mississippi,94.2,129,3.5,90.7
MS-111,Perry County,Mississippi,94.6,124,2.7,92
MS-113,Pike County,Mississippi,93.9,126,2.9,91
MS-115,Pontotoc County,Mississippi,92.1,104,1.7,90.4
MS-117,Prentiss County,Mississippi,91.5,101,1.1,90.4
MS-119,Quitman County,Mississippi,93,112,1.6,91.5
MS-121,Rankin County,Mississippi,94.2,123,2.7,91.5
MS-123,Scott County,Mississippi,94,124,3.1,91
MS-125,Sharkey County,Mississippi,94.3,119,2.7,91.7
MS-127,Simpson County,Mississippi,94.1,122,2.6,91.5
MS-129,Smith County,Mississippi,94.4,127,3.1,91.3
MS-131,Stone County,Mississippi,94.1,127,2.9,91.2
MS-133,Sunflower County,Mississippi,93.6,113,2,91.7
MS-135,Tallahatchie County,Mississippi,93,107,1.4,91.6
MS-137,Tate County,Mississippi,92.5,108,1.6,90.9
MS-139,Tippah County,Mississippi,90.8,100,1.1,89.7
MS-141,Tishomingo County,Mississippi,91.9,109,1.8,90.1
MS-143,Tunica County,Mississippi,93.3,117,2.4,90.9
MS-145,Union County,Mississippi,91.8,101,1.4,90.4
MS-147,Walthall County,Mississippi,94.1,127,3,91
MS-149,Warren County,Mississippi,94.3,124,2.8,91.5
MS-151,Washington County,Mississippi,94,116,2.2,91.8
MS-153,Wayne County,Mississippi,94.3,127,2.6,91.7
MS-155,Webster County,Mississippi,93.4,122,3.1,90.2
MS-157,Wilkinson County,Mississippi,94.4,126,3,91.3
MS-159,Winston County,Mississippi,93.3,121,3.1,90.2
MS-161,Yalobusha County,Mississippi,92.6,107,1.5,91.1
MS-163,Yazoo County,Mississippi,94.2,124,2.8,91.4
MO-001,Adair County,Missouri,82.9,27,-1.9,84.8
MO-003,Andrew County,Missouri,85.6,64,-0.4,86
MO-005,Atchison County,Missouri,85.7,60,-0.6,86.3
MO-007,Audrain County,Missouri,83.6,19,-2.8,86.4
MO-009,Barry County,Missouri,86.7,60,-0.3,87
MO-011,Barton County,Missouri,88.3,68,-0.1,88.4
MO-013,Bates County,Missouri,88.6,87,0.6,88
MO-015,Benton County,Missouri,86.3,40,-1.6,87.9
MO-017,Bollinger County,Missouri,87.3,56,-0.8,88.1
MO-019,Boone County,Missouri,85.1,33,-1.7,86.8
MO-021,Buchanan County,Missouri,86.4,67,-0.1,86.5
MO-023,Butler County,Missouri,88.5,43,-1.4,89.8
MO-025,Caldwell County,Missouri,85.1,53,-0.7,85.8
MO-027,Callaway County,Missouri,85,32,-1.9,86.9
MO-029,Camden County,Missouri,87.3,55,-0.5,87.8
MO-031,Cape Girardeau County,Missouri,87.5,64,-0.3,87.8
MO-033,Carroll County,Missouri,85.3,34,-1.7,87
MO-035,Carter County,Missouri,87.7,56,-0.7,88.4
MO-037,Cass County,Missouri,87.5,89,0.6,86.9
MO-039,Cedar County,Missouri,87.7,54,-0.6,88.3
MO-041,Chariton County,Missouri,84.7,27,-2.1,86.8
MO-043,Christian County,Missouri,86,48,-0.9,86.8
MO-045,Clark County,Missouri,83.3,30,-1.8,85.2
MO-047,Clay County,Missouri,86,59,-0.7,86.6
MO-049,Clinton County,Missouri,85.1,55,-0.6,85.7
MO-051,Cole County,Missouri,86.2,44,-1.2,87.4
MO-053,Cooper County,Missouri,85.7,41,-1.3,87
MO-055,Crawford County,Missouri,86.3,49,-1.1,87.4
MO-057,Dade County,Missouri,87.3,50,-0.7,88.1
MO-059,Dallas County,Missouri,86.8,61,-0.4,87.1
MO-061,Daviess County,Missouri,84.8,54,-0.5,85.3
MO-063,DeKalb County,Missouri,85,59,-0.3,85.4
MO-065,Dent County,Missouri,86.1,50,-1,87.1
MO-067,Douglas County,Missouri,86.6,64,-0.1,86.7
MO-069,Dunklin County,Missouri,89.4,54,-0.7,90.1
MO-071,Franklin County,Missouri,85.7,35,-1.5,87.2
MO-073,Gasconade County,Missouri,85.3,33,-1.7,87
MO-075,Gentry County,Missouri,84.6,57,-0.6,85.3
MO-077,Greene County,Missouri,85.9,44,-1.1,87
MO-079,Grundy County,Missouri,84.2,38,-1.2,85.4
MO-081,Harrison County,Missouri,83.8,43,-0.9,84.7
MO-083,Henry County,Missouri,87.5,55,-0.8,88.2
MO-085,Hickory County,Missouri,86.6,45,-1.3,87.9
MO-087,Holt County,Missouri,86.2,64,-0.3,86.5
MO-089,Howard County,Missouri,85.2,37,-1.6,86.8
MO-091,Howell County,Missouri,87,71,0.1,86.9
MO-093,Iron County,Missouri,85.4,40,-1.1,86.6
MO-095,Jackson County,Missouri,86.6,71,-0.1,86.7
MO-097,Jasper County,Missouri,87.9,59,-0.3,88.2
MO-099,Jefferson County,Missouri,85.9,33,-1.4,87.3
MO-101,Johnson County,Missouri,86.6,59,-0.4,87
MO-103,Knox County,Missouri,83.3,29,-1.8,85.1
MO-105,Laclede County,Missouri,87.1,79,0.3,86.8
MO-107,Lafayette County,Missouri,86.1,49,-0.9,87
MO-109,Lawrence County,Missouri,86.5,50,-0.7,87.2
MO-111,Lewis County,Missouri,83.5,24,-2.2,85.7
MO-113,Lincoln County,Missouri,84.3,20,-2.3,86.6
MO-115,Linn County,Missouri,83.8,22,-2.3,86.1
MO-117,Livingston County,Missouri,84.9,42,-1.4,86.2
MO-119,McDonald County,Missouri,88.1,73,0.1,88
MO-121,Macon County,Missouri,83.4,21,-2.2,85.6
MO-123,Madison County,Missouri,86.1,43,-1.3,87.4
MO-125,Maries County,Missouri,86.4,51,-0.8,87.2
MO-127,Marion County,Missouri,83.6,20,-2.6,86.2
MO-129,Mercer County,Missouri,83.5,37,-1.3,84.7
MO-131,Miller County,Missouri,87,54,-0.5,87.5
MO-133,Mississippi County,Missouri,88.1,54,-0.7,88.8
MO-135,Moniteau County,Missouri,85.7,39,-1.3,87
MO-137,Monroe County,Missouri,83.8,23,-2.4,86.2
MO-139,Montgomery County,Missouri,84,18,-2.6,86.6
MO-141,Morgan County,Missouri,86,46,-1.2,87.2
MO-143,New Madrid County,Missouri,88.6,49,-0.9,89.5
MO-145,Newton County,Missouri,87.6,64,-0,87.6
MO-147,Nodaway County,Missouri,84.5,57,-0.8,85.3
MO-149,Oregon County,Missouri,88.1,71,-0,88.1
MO-151,Osage County,Missouri,86.1,44,-1.3,87.3
MO-153,Ozark County,Missouri,87.6,65,-0.1,87.7
MO-155,Pemiscot County,Missouri,89.2,57,-0.5,89.8
MO-157,Perry County,Missouri,86.2,36,-1.5,87.7
MO-159,Pettis County,Missouri,85.8,41,-1.4,87.2
MO-161,Phelps County,Missouri,86.6,52,-0.7,87.4
MO-163,Pike County,Missouri,83.4,17,-2.8,86.1
MO-165,Platte County,Missouri,86.5,67,-0.3,86.7
MO-167,Polk County,Missouri,86.7,53,-0.8,87.5
MO-169,Pulaski County,Missouri,87.3,69,-0,87.3
MO-171,Putnam County,Missouri,82.9,26,-2.1,85
MO-173,Ralls County,Missouri,83.4,19,-2.8,86.1
MO-175,Randolph County,Missouri,84.2,26,-2,86.2
MO-177,Ray County,Missouri,85.6,48,-1.2,86.7
MO-179,Reynolds County,Missouri,86.7,61,-0.6,87.4
MO-181,Ripley County,Missouri,88.2,46,-1,89.3
MO-183,St. Charles County,Missouri,85.5,29,-1.8,87.3
MO-185,St. Clair County,Missouri,87.8,54,-0.9,88.6
MO-186,Ste. Genevieve County,Missouri,85.6,29,-1.8,87.4
MO-187,St. Francois County,Missouri,84.8,26,-1.8,86.6
MO-189,St. Louis County,Missouri,85.5,31,-1.8,87.3
MO-195,Saline County,Missouri,85.4,33,-1.6,87.1
MO-197,Schuyler County,Missouri,82.8,31,-1.8,84.6
MO-199,Scotland County,Missouri,83.1,32,-1.7,84.9
MO-201,Scott County,Missouri,88.1,59,-0.4,88.5
MO-203,Shannon County,Missouri,86.9,54,-0.8,87.7
MO-205,Shelby County,Missouri,83.6,28,-1.9,85.5
MO-207,Stoddard County,Missouri,88.5,54,-0.9,89.4
MO-209,Stone County,Missouri,87.1,56,-0.5,87.6
MO-211,Sullivan County,Missouri,83.3,26,-2,85.3
MO-213,Taney County,Missouri,87.6,59,-0.4,88
MO-215,Texas County,Missouri,86.1,58,-0.5,86.6
MO-217,Vernon County,Missouri,88.5,74,-0.1,88.6
MO-219,Warren County,Missouri,84.4,23,-2.3,86.6
MO-221,Washington County,Missouri,85.4,36,-1.3,86.7
MO-223,Wayne County,Missouri,87.7,56,-1,88.6
MO-225,Webster County,Missouri,85.5,55,-0.4,86
MO-227,Worth County,Missouri,83.7,40,-1.2,84.9
MO-229,Wright County,Missouri,86,64,-0.1,86.1
MO-510,St. Louis City,Missouri,85.7,33,-1.6,87.3
MT-001,Beaverhead County,Montana,73.6,119,3.9,69.7
MT-003,Big Horn County,Montana,84,117,3.7,80.3
MT-005,Blaine County,Montana,80.8,106,2.1,78.6
MT-007,Broadwater County,Montana,78.8,115,3.2,75.6
MT-009,Carbon County,Montana,78.5,117,3.7,74.8
MT-011,Carter County,Montana,84,107,2.8,81.2
MT-013,Cascade County,Montana,79.8,113,3.2,76.7
MT-015,Chouteau County,Montana,83,113,3.1,79.9
MT-017,Custer County,Montana,86.3,112,3,83.3
MT-019,Daniels County,Montana,77.8,59,-0.2,78
MT-021,Dawson County,Montana,83.4,98,1.9,81.5
MT-023,Deer Lodge County,Montana,72,110,3.2,68.8
MT-025,Fallon County,Montana,84.1,111,2.9,81.2
MT-027,Fergus County,Montana,81,108,2.7,78.3
MT-029,Flathead County,Montana,72.9,103,2.1,70.8
MT-031,Gallatin County,Montana,75.8,112,3.1,72.7
MT-033,Garfield County,Montana,84.1,107,2.8,81.3
MT-035,Glacier County,Montana,73.4,115,3.3,70.1
MT-037,Golden Valley County,Montana,82.6,114,3.2,79.4
MT-039,Granite County,Montana,72.9,111,3,69.9
MT-041,Hill County,Montana,81.9,113,3,78.9
MT-043,Jefferson County,Montana,75.7,113,3.5,72.2
MT-045,Judith Basin County,Montana,77.5,114,3.2,74.3
MT-047,Lake County,Montana,77.4,103,1.9,75.5
MT-049,Lewis and Clark County,Montana,75.6,110,3.1,72.5
MT-051,Liberty County,Montana,80.9,109,3,77.9
MT-053,Lincoln County,Montana,74.6,96,1.7,72.9
MT-055,McCone County,Montana,83.2,95,1.7,81.5
MT-057,Madison County,Montana,74.9,112,3.3,71.6
MT-059,Meagher County,Montana,74.8,113,3.4,71.4
MT-061,Mineral County,Montana,74.8,90,1.4,73.4
MT-063,Missoula County,Montana,75.8,106,2.4,73.4
MT-065,Musselshell County,Montana,84.3,114,2.9,81.3
MT-067,Park County,Montana,74.1,111,2.8,71.3
MT-069,Petroleum County,Montana,85.1,111,2.9,82.2
MT-071,Phillips County,Montana,82.7,106,2.1,80.6
MT-073,Pondera County,Montana,78.1,110,2.8,75.3
MT-075,Powder River County,Montana,86,110,3.5,82.5
MT-077,Powell County,Montana,74.3,110,3,71.3
MT-079,Prairie County,Montana,84.7,107,2.6,82.2
MT-081,Ravalli County,Montana,74.5,114,3,71.5
MT-083,Richland County,Montana,82.6,91,1.5,81.1
MT-085,Roosevelt County,Montana,81.1,77,0.9,80.2
MT-087,Rosebud County,Montana,85.2,110,2.8,82.4
MT-089,Sanders County,Montana,76.7,95,1.6,75.1
MT-091,Sheridan County,Montana,78.2,50,-0.4,78.7
MT-093,Silver Bow County,Montana,74.8,115,4.1,70.7
MT-095,Stillwater County,Montana,81,118,3.8,77.2
MT-097,Sweet Grass County,Montana,78.2,112,3.3,74.8
MT-099,Teton County,Montana,77.3,111,2.7,74.6
MT-101,Toole County,Montana,80.8,116,3.4,77.4
MT-103,Treasure County,Montana,85.5,113,2.7,82.8
MT-105,Valley County,Montana,80.7,84,1.1,79.5
MT-107,Wheatland County,Montana,79.5,113,3.3,76.3
MT-109,Wibaux County,Montana,83.5,105,2.3,81.2
MT-111,Yellowstone County,Montana,85.2,113,3.3,82
NE-001,Adams County,Nebraska,86.5,78,0.2,86.3
NE-003,Antelope County,Nebraska,84.1,62,-0.5,84.6
NE-005,Arthur County,Nebraska,87.8,124,4.3,83.5
NE-007,Banner County,Nebraska,87.5,124,4.7,82.8
NE-009,Blaine County,Nebraska,86.9,91,1.3,85.6
NE-011,Boone County,Nebraska,85,86,0.9,84.1
NE-013,Box Butte County,Nebraska,86.3,115,3.2,83.1
NE-015,Boyd County,Nebraska,86.3,90,1,85.3
NE-017,Brown County,Nebraska,86.1,88,0.9,85.2
NE-019,Buffalo County,Nebraska,86.3,83,0.6,85.8
NE-021,Burt County,Nebraska,83.4,46,-0.9,84.3
NE-023,Butler County,Nebraska,85.1,70,0.4,84.7
NE-025,Cass County,Nebraska,85.3,61,-0.2,85.5
NE-027,Cedar County,Nebraska,82.7,40,-1.5,84.2
NE-029,Chase County,Nebraska,90,110,2.7,87.3
NE-031,Cherry County,Nebraska,85.8,102,1.8,84
NE-033,Cheyenne County,Nebraska,88.9,127,5.2,83.8
NE-035,Clay County,Nebraska,86.6,73,0.2,86.4
NE-037,Colfax County,Nebraska,84.2,57,-0.3,84.5
NE-039,Cuming County,Nebraska,83.2,41,-1.2,84.4
NE-041,Custer County,Nebraska,86.8,101,1.9,84.9
NE-043,Dakota County,Nebraska,82.9,32,-1.6,84.5
NE-045,Dawes County,Nebraska,86.4,101,2.2,84.2
NE-047,Dawson County,Nebraska,87.3,91,1.2,86.1
NE-049,Deuel County,Nebraska,89.3,123,4.1,85.2
NE-051,Dixon County,Nebraska,82.3,27,-2,84.3
NE-053,Dodge County,Nebraska,84,45,-0.9,84.9
NE-055,Douglas County,Nebraska,83.5,34,-1.6,85.1
NE-057,Dundy County,Nebraska,91.2,119,3.3,87.8
NE-059,Fillmore County,Nebraska,87.1,85,0.5,86.6
NE-061,Franklin County,Nebraska,89.5,104,2.1,87.4
NE-063,Frontier County,Nebraska,89.5,111,2.5,87
NE-065,Furnas County,Nebraska,90.7,103,2.2,88.5
NE-067,Gage County,Nebraska,88.1,97,1.1,87
NE-069,Garden County,Nebraska,87.6,125,4.4,83.2
NE-071,Garfield County,Nebraska,84.8,83,0.7,84.1
NE-073,Gosper County,Nebraska,88.1,91,1.1,87
NE-075,Grant County,Nebraska,86.5,122,3.6,82.9
NE-077,Greeley County,Nebraska,85.2,82,0.6,84.6
NE-079,Hall County,Nebraska,86,72,0.1,85.9
NE-081,Hamilton County,Nebraska,85.7,64,-0.1,85.8
NE-083,Harlan County,Nebraska,90,103,2,88
NE-085,Hayes County,Nebraska,90.4,117,3.3,87.1
NE-087,Hitchcock County,Nebraska,91.7,120,3.4,88.3
NE-089,Holt County,Nebraska,85.3,91,1,84.3
NE-091,Hooker County,Nebraska,87.2,116,2.8,84.4
NE-093,Howard County,Nebraska,86.2,86,0.7,85.5
NE-095,Jefferson County,Nebraska,89.1,102,1.7,87.4
NE-097,Johnson County,Nebraska,86.8,80,0.1,86.8
NE-099,Kearney County,Nebraska,87.3,88,1,86.3
NE-101,Keith County,Nebraska,89.6,125,4.1,85.5
NE-103,Keya Paha County,Nebraska,86.1,90,1.4,84.7
NE-105,Kimball County,Nebraska,87.3,124,4.5,82.8
NE-107,Knox County,Nebraska,84.5,60,-0.4,84.8
NE-109,Lancaster County,Nebraska,86.4,72,0.4,86
NE-111,Lincoln County,Nebraska,89.3,115,3.2,86.1
NE-113,Logan County,Nebraska,88.1,113,2.7,85.4
NE-115,Loup County,Nebraska,85.9,92,1.2,84.7
NE-117,McPherson County,Nebraska,88.3,122,3.5,84.8
NE-119,Madison County,Nebraska,84.1,62,-0.4,84.5
NE-121,Merrick County,Nebraska,86.2,80,0.5,85.7
NE-123,Morrill County,Nebraska,88.3,124,4.8,83.5
NE-125,Nance County,Nebraska,85.9,92,1.1,84.9
NE-127,Nemaha County,Nebraska,86.5,75,-0.2,86.7
NE-129,Nuckolls County,Nebraska,89.6,110,2.4,87.1
NE-131,Otoe County,Nebraska,85.7,61,-0.7,86.4
NE-133,Pawnee County,Nebraska,87.7,92,0.7,86.9
NE-135,Perkins County,Nebraska,89.5,115,3.1,86.4
NE-137,Phelps County,Nebraska,87.7,92,1.1,86.6
NE-139,Pierce County,Nebraska,83.5,50,-0.9,84.4
NE-141,Platte County,Nebraska,85.1,81,0.7,84.4
NE-143,Polk County,Nebraska,85.7,82,0.7,85
NE-145,Red Willow County,Nebraska,91,114,2.8,88.2
NE-147,Richardson County,Nebraska,87.2,91,0.6,86.6
NE-149,Rock County,Nebraska,85.7,93,1.3,84.4
NE-151,Saline County,Nebraska,87.6,90,1,86.6
NE-153,Sarpy County,Nebraska,84.5,49,-0.7,85.2
NE-155,Saunders County,Nebraska,85,61,-0.2,85.2
NE-157,Scotts Bluff County,Nebraska,88.8,122,4.7,84.1
NE-159,Seward County,Nebraska,86.4,83,0.8,85.7
NE-161,Sheridan County,Nebraska,85.5,106,2.5,83.1
NE-163,Sherman County,Nebraska,86.1,90,1,85.1
NE-165,Sioux County,Nebraska,85.7,112,2.9,82.8
NE-167,Stanton County,Nebraska,83.5,46,-1,84.5
NE-169,Thayer County,Nebraska,89,106,1.8,87.2
NE-171,Thomas County,Nebraska,87.4,100,1.8,85.6
NE-173,Thurston County,Nebraska,83,46,-1,84
NE-175,Valley County,Nebraska,85.5,86,0.8,84.7
NE-177,Washington County,Nebraska,83.2,30,-1.7,84.9
NE-179,Wayne County,Nebraska,82.6,33,-1.6,84.3
NE-181,Webster County,Nebraska,89.8,111,2.6,87.2
NE-183,Wheeler County,Nebraska,84.4,73,0.2,84.2
NE-185,York County,Nebraska,86,71,0.2,85.8
NV-001,Churchill County,Nevada,90,106,2.7,87.3
NV-003,Clark County,Nevada,98.1,111,2.2,95.9
NV-005,Douglas County,Nevada,82,92,1.8,80.2
NV-007,Elko County,Nevada,83.9,121,3.6,80.3
NV-009,Esmeralda County,Nevada,88.6,101,1.9,86.7
NV-011,Eureka County,Nevada,85.2,111,3.6,81.7
NV-013,Humboldt County,Nevada,86.5,113,3.4,83.1
NV-015,Lander County,Nevada,86.2,111,3.5,82.8
NV-017,Lincoln County,Nevada,89.9,97,1.6,88.2
NV-019,Lyon County,Nevada,87.8,105,2.6,85.2
NV-021,Mineral County,Nevada,87,108,2.7,84.3
NV-023,Nye County,Nevada,87.9,106,2.3,85.7
NV-027,Pershing County,Nevada,88.5,109,2.7,85.8
NV-029,Storey County,Nevada,84,91,2,82
NV-031,Washoe County,Nevada,84.3,97,2.2,82.1
NV-033,White Pine County,Nevada,83.5,107,2.9,80.6
NV-510,Carson City,Nevada,83.5,92,1.7,81.8
NH-001,Belknap County,New Hampshire,75.5,12,-2.1,77.6
NH-003,Carroll County,New Hampshire,74.3,12,-2,76.4
NH-005,Cheshire County,New Hampshire,74.9,10,-2.1,77.1
NH-007,Coos County,New Hampshire,70.7,11,-2.1,72.8
NH-009,Grafton County,New Hampshire,72.9,12,-2.1,75
NH-011,Hillsborough County,New Hampshire,75.9,7,-2.2,78.1
NH-013,Merrimack County,New Hampshire,75.8,13,-1.9,77.7
NH-015,Rockingham County,New Hampshire,76.8,16,-1.8,78.6
NH-017,Strafford County,New Hampshire,76,17,-1.9,77.9
NH-019,Sullivan County,New Hampshire,74.3,11,-1.9,76.2
NJ-001,Atlantic County,New Jersey,80.7,21,-1.1,81.9
NJ-003,Bergen County,New Jersey,79.9,8,-2.1,82
NJ-005,Burlington County,New Jersey,82,21,-1.2,83.2
NJ-007,Camden County,New Jersey,81.9,15,-1.5,83.4
NJ-009,Cape May County,New Jersey,80.1,32,-0.7,80.8
NJ-011,Cumberland County,New Jersey,81,19,-1.4,82.4
NJ-013,Essex County,New Jersey,80.2,8,-2.1,82.3
NJ-015,Gloucester County,New Jersey,81.7,12,-1.7,83.4
NJ-017,Hudson County,New Jersey,80.5,9,-1.8,82.3
NJ-019,Hunterdon County,New Jersey,79.7,21,-1.7,81.3
NJ-021,Mercer County,New Jersey,81.3,18,-1.5,82.8
NJ-023,Middlesex County,New Jersey,81,12,-1.9,82.9
NJ-025,Monmouth County,New Jersey,80.8,19,-1.5,82.3
NJ-027,Morris County,New Jersey,78.2,8,-2.2,80.4
NJ-029,Ocean County,New Jersey,80.8,25,-1.1,81.9
NJ-031,Passaic County,New Jersey,78.2,9,-2,80.2
NJ-033,Salem County,New Jersey,81.5,10,-1.7,83.2
NJ-035,Somerset County,New Jersey,80.6,17,-1.9,82.4
NJ-037,Sussex County,New Jersey,77,6,-2.4,79.5
NJ-039,Union County,New Jersey,80.7,10,-2.1,82.7
NJ-041,Warren County,New Jersey,78.1,5,-2.5,80.6
NM-001,Bernalillo County,New Mexico,88.8,114,2.6,86.2
NM-003,Catron County,New Mexico,82.9,117,2.2,80.7
NM-005,Chaves County,New Mexico,92.6,103,2.2,90.4
NM-006,Cibola County,New Mexico,85.1,115,2.5,82.7
NM-007,Colfax County,New Mexico,81.3,102,1.8,79.5
NM-009,Curry County,New Mexico,90.2,98,1.9,88.3
NM-011,De Baca County,New Mexico,91.3,100,1.7,89.6
NM-013,Dona Ana County,New Mexico,93.3,92,1.2,92.1
NM-015,Eddy County,New Mexico,93.6,85,1.6,92
NM-017,Grant County,New Mexico,87.1,98,1.4,85.7
NM-019,Guadalupe County,New Mexico,89.1,102,1.7,87.4
NM-021,Harding County,New Mexico,90,118,3,87
NM-023,Hidalgo County,New Mexico,91.6,81,0.6,91
NM-025,Lea County,New Mexico,93.5,105,2.2,91.3
NM-027,Lincoln County,New Mexico,87,96,1.6,85.4
NM-028,Los Alamos County,New Mexico,81.3,120,2.9,78.4
NM-029,Luna County,New Mexico,93.1,80,0.7,92.4
NM-031,McKinley County,New Mexico,85.7,116,2.9,82.8
NM-033,Mora County,New Mexico,81.7,112,2.5,79.2
NM-035,Otero County,New Mexico,88.4,86,1.2,87.2
NM-037,Quay County,New Mexico,92,105,2.1,89.9
NM-039,Rio Arriba County,New Mexico,82.4,125,3.1,79.3
NM-041,Roosevelt County,New Mexico,91,98,2,89
NM-043,Sandoval County,New Mexico,86.3,116,2.5,83.8
NM-045,San Juan County,New Mexico,89.2,110,2.6,86.6
NM-047,San Miguel County,New Mexico,86.9,110,2.4,84.5
NM-049,Santa Fe County,New Mexico,84.4,113,2.5,81.9
NM-051,Sierra County,New Mexico,89.6,97,1.5,88
NM-053,Socorro County,New Mexico,87.8,105,1.7,86.1
NM-055,Taos County,New Mexico,77.6,120,2.8,74.8
NM-057,Torrance County,New Mexico,85.7,109,2.5,83.3
NM-059,Union County,New Mexico,87.6,111,2.2,85.3
NM-061,Valencia County,New Mexico,91.3,113,2.7,88.6
NY-001,Albany County,New York,75.7,3,-3.6,79.3
NY-003,Allegany County,New York,75.5,15,-2.1,77.5
NY-005,Bronx County,New York,79.8,12,-1.9,81.7
NY-007,Broome County,New York,75.3,5,-2.7,78
NY-009,Cattaraugus County,New York,75.1,13,-2.2,77.4
NY-011,Cayuga County,New York,75.6,8,-2.4,78
NY-013,Chautauqua County,New York,75.8,18,-1.7,77.4
NY-015,Chemung County,New York,75.5,8,-2.7,78.3
NY-017,Chenango County,New York,74.4,5,-2.6,77
NY-019,Clinton County,New York,72.7,7,-2.4,75.1
NY-021,Columbia County,New York,77.3,7,-2.5,79.8
NY-023,Cortland County,New York,74,8,-2.4,76.4
NY-025,Delaware County,New York,73.5,7,-2.6,76.1
NY-027,Dutchess County,New York,77.9,9,-2.2,80.1
NY-029,Erie County,New York,75.7,10,-2.3,78
NY-031,Essex County,New York,71.5,7,-2.4,73.9
NY-033,Franklin County,New York,72.2,12,-2.1,74.3
NY-035,Fulton County,New York,73.9,4,-3.4,77.3
NY-037,Genesee County,New York,75.5,8,-2.5,77.9
NY-039,Greene County,New York,74.5,6,-2.9,77.4
NY-041,Hamilton County,New York,70.9,7,-2.6,73.5
NY-043,Herkimer County,New York,72.5,5,-2.7,75.2
NY-045,Jefferson County,New York,74.3,8,-2.4,76.8
NY-047,Kings County,New York,80.1,19,-1.4,81.5
NY-049,Lewis County,New York,72,6,-2.9,74.9
NY-051,Livingston County,New York,75.9,5,-2.9,78.8
NY-053,Madison County,New York,74.2,7,-2.5,76.6
NY-055,Monroe County,New York,75.7,7,-2.8,78.5
NY-057,Montgomery County,New York,76.3,4,-3.5,79.8
NY-059,Nassau County,New York,78.9,15,-1.7,80.6
NY-061,New York County,New York,80.1,12,-1.7,81.9
NY-063,Niagara County,New York,75.7,9,-2.6,78.3
NY-065,Oneida County,New York,74.9,7,-2.4,77.3
NY-067,Onondaga County,New York,75.5,5,-2.7,78.2
NY-069,Ontario County,New York,75.6,5,-2.8,78.4
NY-071,Orange County,New York,77.2,12,-2.1,79.3
NY-073,Orleans County,New York,74.9,6,-2.9,77.8
NY-075,Oswego County,New York,74.9,6,-2.5,77.4
NY-077,Otsego County,New York,73.5,5,-2.8,76.3
NY-079,Putnam County,New York,77.3,10,-2.4,79.7
NY-081,Queens County,New York,79.9,20,-1.4,81.3
NY-083,Rensselaer County,New York,75.6,3,-2.9,78.5
NY-085,Richmond County,New York,80.4,13,-1.6,82
