county_fips5,yr,index_nsa_pred
1133,2023,234.40044794863553
1133,2024,245.37951397878032
1133,2025,257.55523851451994
2020,2021,505.81399859107
2020,2022,513.8541087350839
2020,2023,520.3488687890929
2020,2024,524.8909363459518
2020,2025,527.5780048127559
2090,2021,394.1034457368585
2090,2022,402.7503953088943
2090,2023,409.67792351600076
2090,2024,415.98027134085885
2090,2025,421.8488826835011
2110,2021,445.75275469571375
2110,2022,449.9260736246489
2110,2023,451.8844183467034
2110,2024,451.7487176515161
2110,2025,449.55252330111267
2122,2021,214.51165002061026
2122,2022,210.47234442983438
2122,2023,204.37314762027526
2122,2024,197.59590492599793
2122,2025,190.13012976403098
2130,2021,282.1280303826652
2130,2022,268.3968769418093
2130,2023,252.77127385399646
2130,2024,234.34079475996913
2130,2025,212.23920752636838
2150,2021,287.2882012129488
2150,2022,289.97895069080545
2150,2023,291.866482849828
2150,2024,292.28909751213774
2150,2025,291.0977467621362
2170,2021,166.80277901241215
2170,2022,168.06582162738067
2170,2023,168.52952035149443
2170,2024,168.7728819355979
2170,2025,168.80719796178826
2220,2021,374.2716696649316
2220,2022,374.7314354023186
2220,2023,372.4132414922324
2220,2024,368.2818482304897
2220,2025,362.14779911267544
4001,2021,250.157103134983
4001,2022,236.64506683071852
4001,2023,223.85751501128362
4001,2024,212.35504138491396
4001,2025,201.04950138082742
4003,2021,428.8102250277416
4003,2022,438.38818347259496
4003,2023,449.1058129034808
4003,2024,461.07167458690503
4003,2025,473.636013592161
4005,2021,799.3058404521167
4005,2022,813.958076510587
4005,2023,828.3128742599143
4005,2024,843.100214087075
4005,2025,857.5504117353618
4007,2021,512.4749211688373
4007,2022,525.595938114426
4007,2023,540.6192127378006
4007,2024,558.0961538279348
4007,2025,577.1950095040013
4009,2021,269.67333340032116
4009,2022,280.14942198381834
4009,2023,291.60053085626726
4009,2024,304.51227692558365
4009,2025,318.7099367219995
4012,2021,323.5843465350786
4012,2022,325.30310625908544
4012,2023,326.44322015658577
4012,2024,328.03001665850246
4012,2025,329.46496405907726
4013,2021,907.7179922765373
4013,2022,1075.8925757718405
4013,2023,1253.735669330174
4013,2024,1437.3464558424157
4013,2025,1630.7188399095135
4015,2021,571.397552720143
4015,2022,580.0436841419507
4015,2023,589.1923753170745
4015,2024,600.0360326718792
4015,2025,611.4842146702455
4017,2021,383.3289036368757
4017,2022,381.4034642775294
4017,2023,378.8696063787311
4017,2024,377.6006485161063
4017,2025,376.6549913289892
4019,2021,695.2762324106623
4019,2022,741.6499354420639
4019,2023,792.0266177823652
4019,2024,845.4831198891627
4019,2025,902.0919029797104
4021,2021,483.0017745597306
4021,2022,516.9703491875476
4021,2023,554.5979032318878
4021,2024,594.7960169528546
4021,2025,637.3771765105128
4023,2021,179.13798270893994
4023,2022,165.26964241010467
4023,2023,150.5872675864008
4023,2024,136.1727127251888
4023,2025,121.16688798537038
4025,2021,526.7045009805422
4025,2022,549.881155461267
4025,2023,574.7166638267106
4025,2024,600.9711520476919
4025,2025,628.3977450443415
4027,2021,369.06428143117495
4027,2022,347.7595702590249
4027,2023,327.89845747831134
4027,2024,312.437597152506
4027,2025,299.88490278470005
5001,2021,252.54609599978855
5001,2022,263.85494144346814
5001,2023,274.90339343781216
5001,2024,284.6863481026001
5001,2025,293.3947437031319
5003,2021,192.9968434366795
5003,2022,180.9206442898473
5003,2023,164.57665141612642
5003,2024,145.4636121989631
5003,2025,123.29745902426251
5005,2021,234.68653274137768
5005,2022,237.60634090481767
5005,2023,238.81247081239903
5005,2024,238.6516503157004
5005,2025,237.14891211344388
5007,2021,447.74235823360004
5007,2022,468.6940422845813
5007,2023,488.65082646647807
5007,2024,507.2771868731395
5007,2025,524.7520764877812
5009,2021,169.42518187787405
